,genre,keywords,director,popularity,tagline,original_title,imdb_id,id
498,comedy drama,affair business cinema extramarital film film film insurance lovesickness maker making nice salesman,François Truffaut,10.101183,a movie for people who love movies.,La nuit américaine,70460,498
499,drama music,1970s and biography black blindness brother bus childhood country from georgia gospel impaired indianapolis jazz label loss music of overdose people producer rags record record recording riches ride soul studio to trauma vision,Taylor Hackford,10.603762,the extraordinary life story of ray charles.,Ray,350258,499
500,fiction horror science thriller,animal giant godzilla horror island japan japanese kaiju lizard lizard ship shipwreck,Ishirô Honda,13.153272,it's alive!,ゴジラ,47034,500
501,adventure fiction mystery science,ape astronaut dystopia mutant science survivor worship,Ted Post,12.325947,an army of civilized apes...a fortress of radiation-crazed super humans...earth's final battle is about to begin - beneath the atomic rubble of what was once the city of new york!,Beneath the Planet of the Apes,65462,501
502,action fiction science,being cage caving chimpanzee dystopia human pacifism politician spacecraft tease,Don Taylor,12.120267,meet baby milo who has washington terrified.,Escape from the Planet of the Apes,67065,502
503,action fiction science,ape army being circus dystopia human insurrection pet,J. Lee Thompson,12.843375,all new! the revolt of the apes. the most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,68408,503
504,horror,amsterdam backpacker bathroom blood brothel business card club doberman elite europe fingers gore horror hostel sex slovakia surgery torture,Eli Roth,12.093928,welcome to your worst nightmare,Hostel,450278,504
505,crime drama horror,antisocial at ax bounty brutality clown clown cocaine corpse cult disorder evil extreme face film fire gunpoint held homicidal horror hunter killer killer killing killing macabre maniac maniac misogynist motel movie murder painted personality psychopath rampage road road roadkill sadism sadist sadistic sadistic sequel serial sheriff shootout spree stabbing torture trip violence violence,Rob Zombie,12.221507,death walks behind. hell waits ahead.,The Devil's Rejects,395584,505
506,drama thriller,author blizzard broken car crash fan leg nurse obsessed psychopath,Rob Reiner,15.020845,"paul sheldon used to write for a living. now, he's writing to stay alive.",Misery,100157,506
507,action crime thriller,agent airport ambush bravery brutality chase convict dea desert escape explosion gas helicopter hero hijacking las marshal mexican motorcycle prison shootout standoff station u.s. undercover vegas violence war,Simon West,11.545982,they were deadly on the ground; now they have wings,Con Air,118880,507
508,action fiction science,ape dystopia post-apocalyptic,J. Lee Thompson,11.644764,the final chapter in the incredible apes saga. the most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,69768,508
509,drama thriller,brutality cowardliness killer operation police police police protection psychologist psychology serial,Jon Amiel,10.701801,"one man is copying the most notorious killers in history one at a time. together, two women must stop him from killing again. or they're next.",Copycat,112722,509
510,action drama western,barbecue beef birthday cellar class from funeral hotel hunting jealousy judge maryland party petrol pony rags ranch restaurant riches riding senator sexism texas to turkey tycoon wine,George Stevens,10.864284,the legendary epic that's as big as texas.,Giant,49261,510
511,action adventure fiction science,angry banner based bruce cinematic comic comic de fugitive hulk janeiro marvel marvel military new on on rio run soldier stark super superhero the tony universe virginia york,Louis Leterrier,19.125537,you'll like him when he's angry.,The Incredible Hulk,800080,511
512,action adventure fiction science,aftercreditsstinger agent arms based cinematic comic comic coulson counter dealer east iron malibu man marvel marvel middle on stark superhero terrorism tony universe,Jon Favreau,22.073099,heroes aren't born. they're built.,Iron Man,371746,512
513,action adventure fantasy,ancient bracelet egypt son,Stephen Sommers,16.945657,the most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,209163,513
514,action adventure fiction science,3d aftercreditsstinger america based brooklyn captain cinematic city comic comic drama germany ii marvel marvel nazi nazis new new on period superhero universe usa war world york york,Joe Johnston,19.323582,when patriots become heroes,Captain America: The First Avenger,458339,514
515,drama family music romance,dance dance dancer dancing music teacher,Herbert Ross,10.403992,,Footloose,87277,515
516,drama music,1980s 19th baby band band begins bisexual britain century doorstep down feather fictional gay glam great imaginary journalism left music narration on rock school text uniform with,Todd Haynes,16.5293,style matters. even when it comes to murder.,Velvet Goldmine,120879,516
517,drama horror mystery thriller,"abuse ambition bible child city courtroom crisis crooked deadly devil devil's ethics evil firm florida gainesville hallucination law lawyer lust manhattan, marriage new nudity obsession pact religion satan seduction seven sins son southern spirit subway temptation the usa with york",Taylor Hackford,10.920124,evil has its winning ways.,The Devil's Advocate,118971,517
518,comedy romance,amnesia comedy deja hawaii ladykiller romantic vu,Peter Segal,11.134888,imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,343660,518
519,drama mystery romance,"art art blackmail burglar city criminal distrust england eve gala heist kuala london lumpur malaysia man manhattan, millennium new new nudity older relationship skyscraper theft thief thief undercover woman year's york younger",Jon Amiel,10.62333,the trap is set.,Entrapment,137494,519
520,comedy drama romance,business comedian show wrestling,Miloš Forman,13.217419,"hello, my name is andy and this is my movie.",Man on the Moon,125664,520
521,drama history thriller,alarm clock engine fire firemen hero hospital marine on rescue rescue rubble runaway team terror terror trapped war,Oliver Stone,13.332102,the world saw evil that day. two men saw something else.,World Trade Center,469641,521
522,action adventure fantasy,3d aftercreditsstinger battle captain duke mermaid minister mutiny pirate prime sailing sea ship silver soldier swashbuckler sword,Rob Marshall,27.88772,live forever or die trying.,Pirates of the Caribbean: On Stranger Tides,1298650,522
523,drama history,africa apartheid cell escape guard jail mandela nelson prison south xenophobia,Bille August,10.480169,,Goodbye Bafana,438859,523
524,drama history,assassination beach bible biography brutality cabriolet cell civil figure guard historical islam islam jail king klan klux koran ku luther malcolm martin mekka movement muslim nation new of pilgrimage police police prison prison rights x york,Spike Lee,14.207001,,Malcolm X,104797,524
525,action adventure fiction science,android asteroid battle colony droid evil force good jedi jedi jedi lightsaber master opera rebel rebellion snow space space space spaceship storm stormtrooper the training vs wookie,Irvin Kershner,19.470959,the adventure continues...,The Empire Strikes Back,80684,525
526,action adventure fiction science,and battle brother death death emperor ewoks hutt jabba jedi life matter of opera rebel relationship sister space space spaceship star the,Richard Marquand,14.586087,the empire falls...,Return of the Jedi,86190,526
